country_code,country,year,overweight_pct,alcohol_liters_pc,gdp_per_capita_usd,gdp_growth_pct,unemployment_pct,inflation_pct,gini_index,trade_pct_gdp,education_expenditure_pct_gdp,govt_debt_pct_gdp,recession_flag,crisis_score,gdp_growth_lag1,gdp_growth_lag2,tertiary_attainment_pct,low_education_pct,physical_inactivity_pct,sunny_days,food_total_kcal,food_cereals_kcal,food_sugar_kcal,food_meat_kcal,food_dairy_kcal,food_fish_kcal,food_vegetables_kcal,food_fruits_kcal,food_vegoils_kcal,food_alcohol_kcal,prod_sugar_cane_t,prod_sugar_beet_t,prod_raw_sugar_t,prod_beef_t,prod_pork_t,prod_poultry_t,prod_meat_total_t,prod_wine_t,prod_beer_t,prod_cattle_fat_t,prod_pig_fat_t,prod_lard_t,prod_butter_t,prod_raw_milk_t,prod_tobacco_t,prod_sugar_cane_kg_pc,prod_sugar_beet_kg_pc,prod_raw_sugar_kg_pc,prod_beef_kg_pc,prod_pork_kg_pc,prod_poultry_kg_pc,prod_meat_total_kg_pc,prod_wine_kg_pc,prod_beer_kg_pc,prod_cattle_fat_kg_pc,prod_pig_fat_kg_pc,prod_lard_kg_pc,prod_butter_kg_pc,prod_raw_milk_kg_pc,prod_tobacco_kg_pc,total_all_causes,cardiovascular,ischaemic_heart,stroke,all_cancers,colorectal_cancer,lung_cancer,diabetes,liver_cirrhosis,alcohol_disorders,respiratory,suicide,smoking_pct,healthcare_exp_pct,urbanization_pct
IE,Ireland,2006,61.22,14.15,51656.819,4.988,4.355,3.936,32.7,150.022,4.547,23.7,0,0,5.74,6.788,41.9,20.6,35.3,107,3503.0,981.0,,18.04,53.6,1.76,10.7,28.54,24.0,291.0,,75600.0,0.0,537300.0,209000.0,90000.0,941142.6,,937700.0,47530.4,14490.7,9300.0,139100.0,5224390.0,,,17.69,0.0,125.7256,48.905,21.0596,220.2229,,219.4173,11.1219,3.3908,2.1762,32.5487,1222.4825,,,430.9,215.3,85.1,315.4,40.4,63.2,23.1,7.0,2.6,182.2,10.6,30.049999999999997,7.52,60.77
IE,Ireland,2007,61.61,13.85,52849.695,5.31,4.98,4.886,31.9,153.397,4.715,23.9,0,0,4.988,5.74,45.2,18.9,34.46,108,3532.0,937.0,,24.22,51.82,2.65,11.1,40.11,29.0,322.0,,45000.0,0.0,580800.0,205300.0,85000.0,968409.4,,927000.0,51378.5,14234.1,9100.0,141400.0,5224770.0,,,10.2297,0.0,132.0317,46.6703,19.3228,220.146,,210.7325,11.6797,3.2358,2.0687,32.1441,1187.7333,,,418.8,223.6,89.5,301.8,35.6,62.9,21.4,9.6,,144.6,10.3,29.2,7.81,61.06
IE,Ireland,2008,61.94,13.12,49461.159,-4.484,6.774,4.036,30.9,160.039,5.458,42.5,1,1,5.31,4.988,47.9,18.8,33.71,94,3582.0,973.0,,30.6,62.02,2.06,10.61,45.27,29.0,302.0,,80000.0,0.0,537300.0,202400.0,85450.0,914124.5,,884600.0,47530.4,14033.1,4500.0,123800.0,5089960.0,,,17.8192,0.0,119.6781,45.0825,19.0331,203.6119,,197.0356,10.5869,3.1257,1.0023,27.5752,1133.7365,,,408.5,210.8,89.2,303.4,36.7,62.0,19.4,9.1,,148.6,11.3,28.4,9.13,61.36
IE,Ireland,2009,62.21,12.52,46466.379,-5.096,12.609,-4.448,32.7,173.591,6.156,61.8,1,2,-4.484,5.31,50.4,19.2,33.02,111,3571.0,1042.0,,29.77,61.29,3.29,13.8,43.63,33.0,281.0,,60000.0,0.0,514500.0,195600.0,90000.0,884490.2,,804100.0,45513.5,13561.6,8700.0,120300.0,5228300.0,,,13.2293,0.0,113.4416,43.1276,19.844,195.0203,,177.2952,10.0352,2.9902,1.9183,26.5248,1152.7823,,,376.8,196.8,82.8,300.3,34.9,62.3,18.4,8.8,0.1,147.3,12.2,27.6,10.52,61.64
IE,Ireland,2010,62.45,12.21,46991.646,1.683,14.534,-0.918,32.3,190.08,6.048,86.2,0,1,-5.096,-4.484,51.4,20.8,32.34,115,3604.51,1033.54,,34.93,62.43,3.07,17.04,17.24,29.44,263.41,,50431.6,0.0,559100.0,214300.0,85000.0,933328.5,,824900.0,49458.8,14858.1,9500.0,135100.0,5327000.0,,,11.0592,0.0,122.6055,46.994,18.6397,204.6703,,180.893,10.8459,3.2582,2.0833,29.6262,1168.162,,,361.3,180.4,80.6,286.0,33.4,59.3,19.1,8.5,,128.4,10.9,26.8,10.52,61.89
IE,Ireland,2011,62.66,12.29,47539.918,1.609,15.354,2.549,32.9,186.305,5.772,109.6,0,1,1.683,-5.096,51.0,20.5,31.64,110,3656.2,1031.61,,29.98,62.15,2.51,14.51,22.08,33.47,271.54,,107177.1,0.0,547100.0,233800.0,87000.0,938734.5,,851900.0,48397.3,16210.1,10400.0,145900.0,5536680.0,,,23.4007,0.0,119.452,51.0471,18.9953,204.9601,,186.001,10.5669,3.5393,2.2707,31.8553,1208.8599,,1034.0,356.39,179.44,78.11,299.21,36.88,63.63,17.87,7.84,0.19,137.39,12.09,26.12,10.49,62.09
IE,Ireland,2012,62.85,11.93,47147.16,-0.405,15.451,1.695,33.2,190.356,5.708,118.9,0,1,1.609,1.683,52.2,19.2,30.93,101,3659.18,1045.99,,27.41,66.29,2.48,20.03,15.33,26.22,270.9,,98268.5,0.0,495400.0,241400.0,87459.4,903493.9,,819700.0,43823.8,16737.1,10700.0,145000.0,5387770.0,,,21.3649,0.0,107.7066,52.4836,19.0148,196.4317,,178.2137,9.5279,3.6389,2.3263,31.5249,1171.3733,,1043.38,358.47,176.83,75.05,287.92,33.71,60.01,19.98,9.11,0.19,137.24,12.12,25.44,10.47,62.25
IE,Ireland,2013,63.03,11.72,47928.035,2.193,13.735,0.515,33.5,199.743,5.232,117.7,0,1,-0.405,1.609,53.6,19.0,30.21,121,3677.82,1049.28,,33.58,61.54,3.15,23.37,15.4,25.35,287.91,,89360.0,0.0,517600.0,239300.0,87046.2,926835.4,,800800.0,45787.7,16591.5,10600.0,201780.0,5583670.0,,,19.326,0.0,111.9422,51.7538,18.8256,200.4482,,173.1903,9.9026,3.5883,2.2925,43.6393,1207.5891,,1034.34,350.87,169.56,74.4,286.47,34.45,59.84,20.78,8.07,0.15,134.32,11.07,24.759999999999998,10.03,62.4
IE,Ireland,2014,63.21,11.49,52044.62,9.386,11.858,0.191,31.9,211.182,4.736,101.4,0,1,2.193,-0.405,54.6,17.7,29.5,102,3686.95,994.7,,30.13,61.1,3.16,23.71,16.89,27.12,272.58,,85509.8,10968.0,582100.0,254100.0,88099.8,1005668.4,,800000.0,51493.5,17617.6,11300.0,222900.0,5816220.0,,,18.3586,2.3548,124.9748,54.5544,18.9147,215.9134,,171.7571,11.0555,3.7824,2.4261,47.8558,1248.7215,,993.58,316.19,149.79,67.91,287.76,32.36,61.15,17.27,7.06,0.32,128.55,10.79,24.08,9.23,62.54
IE,Ireland,2015,63.4,11.71,64250.139,24.624,9.908,-0.331,31.8,223.703,3.624,74.0,0,0,9.386,2.193,53.8,18.0,28.78,110,3762.43,1097.5,,30.84,60.64,3.08,24.29,17.78,27.68,212.87,,78317.7,10056.0,564100.0,276400.0,88775.7,1010721.9,,775500.0,49901.2,19163.7,12300.0,187490.0,6585120.0,,,16.6564,2.1387,119.9713,58.784,18.8806,214.9577,,164.9313,10.6129,4.0757,2.6159,39.8749,1400.5062,,1000.98,327.13,153.0,68.13,274.74,32.05,55.94,17.9,7.04,0.67,137.86,9.49,23.4,7.08,62.64
IE,Ireland,2016,63.61,11.76,64205.98,1.223,8.374,0.02,32.8,239.709,3.659,72.7,0,0,24.624,9.386,54.6,17.5,28.06,102,3814.63,1100.0,,30.92,72.3,2.57,22.85,20.18,30.11,213.72,,72000.0,9297.0,588400.0,282700.0,90454.3,1044896.2,,768000.0,52050.8,19600.5,12600.0,229800.0,6851430.0,,,15.1174,1.952,123.5428,59.3568,18.9921,219.3906,,161.2523,10.9288,4.1154,2.6455,48.2497,1438.5534,,983.02,309.01,145.67,62.39,277.21,31.95,57.09,17.35,7.18,0.54,134.03,9.37,22.799999999999997,7.34,62.72
IE,Ireland,2017,63.81,11.85,69748.622,10.109,6.713,0.362,31.4,233.304,3.377,65.2,0,0,1.223,24.624,54.5,14.9,27.35,105,3947.62,1045.83,,30.37,80.81,3.05,26.61,18.39,29.45,234.24,,75000.0,9755.0,617000.0,294200.0,128170.0,1126747.9,,801900.0,54580.8,20397.9,13100.0,257500.0,7478160.0,,,15.5362,2.0207,127.8109,60.9432,26.5503,233.4046,,166.1127,11.3064,4.2254,2.7137,53.3408,1549.0927,,937.25,284.2,130.42,55.09,266.6,30.33,55.6,17.59,6.7,0.43,132.77,8.38,22.2,6.92,62.9
IE,Ireland,2018,64.0,11.7,74029.055,7.689,5.741,0.471,30.6,222.454,3.303,61.3,0,0,10.109,1.223,56.3,13.8,26.64,96,3931.02,1044.0,,23.07,51.89,3.03,23.86,19.66,31.45,254.98,,0.0,10357.0,622540.0,303270.0,131940.0,1143556.0,,832200.0,,,13500.0,270300.0,7831250.0,0.0,,0.0,2.1145,127.1003,61.9168,26.9374,233.473,,169.9053,,,2.7562,55.1855,1598.8597,0.0,,277.91,127.51,51.63,262.08,28.04,51.06,16.18,6.78,0.57,125.41,9.41,21.599999999999998,6.75,63.08
IE,Ireland,2019,64.19,11.7,76485.636,4.973,4.95,0.938,30.3,257.653,3.23,55.8,0,0,7.689,10.109,55.4,14.1,25.95,98,3966.57,1051.98,0.03,21.73,46.01,3.62,25.23,18.77,35.45,214.57,,0.0,14.5,619800.0,304370.0,141000.0,1147948.4,,824000.0,,,13500.0,284600.0,8244870.0,,,0.0,0.0029,124.5465,61.162,28.3334,230.6759,,165.5797,,,2.7128,57.1893,1656.7754,,,258.41,117.89,47.57,261.52,28.47,53.16,15.33,7.25,0.5,115.47,8.17,21.0,6.62,63.27
IE,Ireland,2020,64.37,10.77,80927.936,7.154,5.623,-0.326,29.2,258.78,3.192,56.9,0,0,4.973,7.689,58.1,13.7,25.25,94,3918.35,923.17,0.0,24.87,39.51,3.72,23.46,23.82,38.19,230.32,,0.0,,633380.0,320130.0,152140.0,1188719.0,,710000.0,,,14200.0,293900.0,8561470.0,,,0.0,,125.6769,63.521,30.188,235.8688,,140.8801,,,2.8176,58.3164,1698.7896,,,245.3,115.29,43.37,255.45,27.32,52.08,17.67,7.1,0.61,91.95,9.62,20.4,6.97,63.47
IE,Ireland,2021,64.56,10.7,92781.232,16.258,6.357,2.34,29.4,231.032,2.905,52.4,0,0,7.154,4.973,62.4,11.6,24.57,107,3886.1,874.85,0.01,20.38,68.47,2.43,21.2,27.64,38.4,156.72,,0.0,,594510.0,335130.0,147770.0,1159652.1,,382800.0,,,14900.0,305900.0,9039990.0,0.0,,0.0,,116.3291,65.5757,28.9145,226.9118,,74.9034,,,2.9155,59.8562,1768.8758,0.0,,248.17,113.38,41.21,248.02,26.57,48.76,16.49,9.27,0.48,86.65,9.31,19.8,6.44,63.68
IE,Ireland,2022,64.74,10.37,97793.537,7.511,4.465,7.829,29.9,237.755,2.85,42.9,0,0,16.258,7.154,62.6,13.0,23.91,122,3947.21,880.23,0.0,26.14,170.4,3.08,23.29,23.74,33.64,201.8,,0.0,,621420.0,332580.0,144730.0,1186243.9,,808300.0,,,13500.0,299400.0,9108280.0,,,0.0,,119.2096,63.8002,27.7642,227.5621,,155.0595,,,2.5898,57.4351,1747.2792,,928.4,266.5,117.8,44.51,248.18,25.47,48.06,16.93,7.81,0.68,104.64,8.75,19.3,6.02,63.89
IE,Ireland,2023,,10.05,93541.964,-2.536,4.243,6.299,29.0,239.65,2.73,41.8,1,1,7.511,16.258,63.7,13.0,23.22,107,3920.92,937.47,0.0,19.79,144.11,2.68,19.87,28.07,38.78,190.77,,0.0,,599520.0,300520.0,148740.0,1139550.0,,810000.0,,,13500.0,299300.0,8730710.0,,,0.0,,112.8713,56.5787,28.0032,214.5424,,152.4982,,,2.5416,56.349,1643.7254,,884.81,250.46,106.98,41.66,242.93,26.57,48.04,19.26,8.26,1.18,105.82,8.88,19.78,6.58,64.12
IT,Italy,1994,46.15,10.79,28583.626,2.151,11.086,4.052,35.94,40.362,4.423,100.0,0,1,-0.853,0.834,6.85,46.45,46.23,200,3489.0,1087.0,,299.0,39.42,2.08,39.32,35.6,10.0,145.0,,12629340.0,1621400.0,1170832.0,1369250.0,825280.0,3834740.6,5927974.0,1025770.0,27674.2,55463.3,244400.0,92818.0,10673800.0,120579.0,,222.1778,28.524,20.5975,24.0881,14.5185,67.4615,104.2861,18.0455,0.4868,0.9757,4.2995,1.6329,187.7755,2.1212,,567.5,166.0,175.0,319.1,34.3,,36.5,30.0,0.7,79.2,8.4,27.180000000000003,6.664999999999999,66.5
IT,Italy,1995,46.29,10.66,29408.321,2.887,11.661,5.235,35.2,45.58,4.309,100.0,0,1,2.151,-0.853,7.63,45.62,46.27,192,3508.0,1143.0,,289.82,51.03,1.95,36.69,35.54,14.0,147.0,,13188320.0,1620700.0,1180461.0,1345560.0,799900.0,3817419.3,5620140.0,1061620.0,27901.8,54503.7,240200.0,108255.0,11258500.0,124492.0,,232.0078,28.5112,20.7666,23.671,14.0718,67.1557,98.869,18.6759,0.4908,0.9588,4.2256,1.9044,198.0585,2.1901,,550.9,166.6,158.8,303.8,33.1,,38.2,26.7,0.6,76.8,8.4,27.000000000000004,6.812499999999999,66.9
IT,Italy,1996,46.47,10.53,29795.66,1.346,11.864,4.007,35.7,42.802,4.44,100.0,0,1,2.887,2.151,8.41,44.79,46.32,190,3567.0,1150.0,,287.54,52.44,2.17,36.85,32.53,11.0,146.0,,12114200.0,1561400.0,1180537.0,1410300.0,803900.0,3908784.4,5877181.0,955921.0,27903.6,57126.1,256800.0,115916.0,11575100.0,130590.0,,213.0521,27.4603,20.7621,24.8029,14.1382,68.7437,103.3618,16.8118,0.4907,1.0047,4.5163,2.0386,203.5709,2.2967,,525.7,161.1,149.2,303.1,33.3,,39.2,25.2,0.4,70.8,8.5,26.820000000000004,6.959999999999999,67.3
IT,Italy,1997,46.68,10.4,30353.378,1.926,11.985,2.043,36.2,44.477,4.44,100.0,0,1,1.346,2.887,9.19,43.96,46.36,206,3582.0,1159.0,,297.19,49.03,2.13,35.14,34.68,14.0,144.0,,13802671.0,1891300.0,1159360.0,1395816.0,800800.0,3892161.7,5056313.0,1037900.0,27403.0,56539.4,250000.0,141556.0,11752300.0,130513.0,,242.6188,33.2446,20.3788,24.5352,14.0762,68.4151,88.8782,18.2439,0.4817,0.9938,4.3944,2.4882,206.578,2.2941,,520.8,158.3,149.1,299.3,32.5,,36.6,24.2,0.4,75.7,8.4,26.640000000000004,7.107499999999999,67.6
IT,Italy,1998,46.92,10.27,30892.176,1.804,12.117,1.955,36.7,44.998,4.441,100.0,0,1,1.926,1.346,9.97,43.13,46.41,204,3674.0,1165.0,,307.16,62.89,2.17,42.26,27.45,14.0,140.0,,13381800.0,1735000.0,1111280.0,1412189.0,789200.0,3867223.2,5714040.0,1107300.0,26266.6,57202.6,258500.0,136039.0,11832700.0,132509.0,,235.1531,30.4885,19.5281,24.8158,13.8683,67.9572,100.4106,19.4582,0.4616,1.0052,4.5425,2.3906,207.9314,2.3285,,528.7,160.9,150.4,298.0,33.1,,36.3,23.0,0.4,78.0,8.1,26.46,7.254999999999999,68.0
IT,Italy,1999,47.18,10.14,31405.261,1.678,11.681,1.663,35.95,44.53,4.502,100.0,0,1,1.804,1.926,10.75,42.3,46.45,205,3695.0,1175.0,,308.29,63.55,2.6,39.67,35.23,14.0,140.0,,14505400.0,1853000.0,1164433.0,1471702.0,789800.0,3963931.9,5807280.0,1112300.0,27523.0,59613.2,210000.0,147400.0,11895300.0,126352.0,,254.8549,32.5566,20.4587,25.8573,13.8765,69.6449,102.0319,19.5427,0.4836,1.0474,3.6896,2.5898,208.9963,2.22,,504.2,153.2,141.3,292.7,32.0,,36.6,21.8,0.4,80.2,7.3,26.28,7.4025,68.3
IT,Italy,2000,47.45,9.95,32609.667,3.882,10.834,2.538,35.2,50.275,4.28,108.7,0,1,1.678,1.804,11.6,40.3,46.48,192,3668.0,1162.0,,312.04,57.22,3.02,38.39,38.38,14.0,144.0,,12370000.0,1687000.0,1151935.0,1478500.0,761800.0,3911240.2,5408752.0,1117300.0,27227.5,59888.6,206500.0,133000.0,12309400.0,129937.0,,217.2382,29.6266,20.2299,25.965,13.3785,68.688,94.9869,19.6217,0.4782,1.0517,3.6265,2.3357,216.1739,2.2819,,479.2,144.8,135.3,291.0,31.9,,34.6,21.1,0.3,75.3,7.3,26.1,7.55,68.6
IT,Italy,2001,47.73,9.95,33243.599,2.006,9.599,2.785,34.95,49.863,4.634,108.5,0,0,3.882,1.678,12.2,42.2,46.55,194,3671.0,1172.0,,313.78,55.67,1.96,41.07,35.2,14.0,145.0,,9916000.0,1395000.0,1133037.0,1509640.0,794000.0,3979815.8,5229300.0,1137300.0,26780.9,61150.0,215500.0,128400.0,11275100.0,130487.0,,174.0352,24.4836,19.8859,26.4956,13.9355,69.8495,91.7792,19.9607,0.47,1.0732,3.7822,2.2535,197.8887,2.2902,,456.7,139.5,127.6,293.4,31.7,58.8,34.1,20.7,0.4,65.7,7.1,25.92,7.71,68.8
IT,Italy,2002,48.0,9.8,33267.447,0.27,9.211,2.465,34.7,47.871,4.415,105.9,0,0,2.006,3.882,13.1,40.2,46.6,190,3661.0,1167.0,,325.67,58.55,3.17,43.47,35.49,13.0,133.0,,12726038.0,1532000.0,1133800.0,1535900.0,728966.0,4020558.3,4460413.0,1120600.0,26798.9,62213.7,213000.0,124115.0,11300092.0,122231.0,,222.9125,26.8349,19.8599,26.9032,12.7688,70.4251,78.1297,19.6287,0.4694,1.0898,3.731,2.174,197.9353,2.141,,453.1,142.4,126.5,286.6,31.7,58.3,33.0,19.2,0.3,68.5,7.1,25.740000000000002,7.84,68.9
IT,Italy,2003,48.27,9.57,33110.17,0.067,8.869,2.673,34.9,45.994,4.527,105.1,0,0,0.27,2.006,13.9,38.2,46.61,211,3621.0,1162.0,,378.11,59.07,3.54,35.92,37.1,12.0,140.0,,7136499.0,978000.0,1126869.0,1589890.0,682843.0,3841146.2,4408611.0,1367200.0,26635.1,64400.6,206600.0,123100.0,11307049.0,124985.0,,124.331,17.0386,19.6321,27.6988,11.8964,66.9199,76.8062,23.8192,0.464,1.122,3.5994,2.1446,196.9897,2.1775,,458.5,153.8,131.2,284.9,31.1,57.1,36.5,17.2,0.4,77.2,7.0,25.56,7.81,69.0
IT,Italy,2004,48.52,8.98,33348.974,1.474,7.866,2.207,34.3,47.266,4.37,104.7,0,0,0.067,0.27,15.6,37.2,46.61,190,3626.0,1148.0,,393.55,56.3,3.18,43.86,44.46,13.0,137.0,,8473024.0,1259000.0,1145103.0,1589889.0,703549.0,3902552.0,5313517.0,1312500.0,27066.1,64400.6,206700.0,121080.0,10727578.0,117882.0,,146.5207,21.7714,19.8018,27.4933,12.1662,67.4853,91.8846,22.6965,0.468,1.1137,3.5744,2.0938,185.5078,2.0385,,,,,,,,,,,,,25.38,8.14,69.1
IT,Italy,2005,48.75,8.32,33407.675,0.762,7.73,1.985,33.8,49.122,4.223,106.2,0,0,1.474,0.067,17.1,37.0,46.62,195,3567.0,1125.0,,277.84,56.92,3.36,42.2,45.15,14.0,130.0,,14155683.0,1286600.0,1101972.0,1514747.0,694997.0,3785872.0,5056648.0,1226900.0,26046.6,61356.8,196900.0,129500.0,11012957.0,115983.0,,243.3641,22.1192,18.9451,26.0415,11.9484,65.0866,86.9338,21.0928,0.4478,1.0548,3.3851,2.2264,189.3345,1.994,,,,,,,,,,,,,25.2,8.31,69.2
IT,Italy,2006,48.95,7.73,33873.049,1.799,6.777,2.091,33.7,52.924,4.505,106.3,0,0,0.762,1.474,17.6,35.6,46.63,197,3625.0,1132.0,,305.21,56.19,3.37,53.08,46.59,14.0,123.0,,4769614.0,720000.0,1109214.0,1559243.0,628474.0,3746997.0,4711665.0,1205500.0,26217.8,63159.2,202300.0,119600.0,10989108.0,96600.0,,81.6717,12.3288,18.9934,26.6994,10.7616,64.1611,80.6794,20.6422,0.4489,1.0815,3.464,2.048,188.1701,1.6541,,383.1,128.8,106.0,271.8,30.6,55.0,32.9,14.6,0.4,61.8,6.1,25.0,8.4,69.3
IT,Italy,2007,49.11,7.54,34159.911,1.462,6.076,1.83,32.9,54.828,4.088,103.5,0,0,1.799,0.762,18.6,35.0,46.62,197,3618.0,1133.0,,285.52,53.17,3.53,46.48,48.6,12.0,124.0,,4670302.0,729000.0,1118531.0,1603280.0,733005.0,3899462.0,4094326.0,1352000.0,26438.0,64943.0,208400.0,115900.0,10617750.0,110000.0,,79.4861,12.4072,19.0368,27.287,12.4754,66.3668,69.6832,23.0103,0.45,1.1053,3.5469,1.9726,180.7084,1.8721,,375.3,125.3,102.9,270.8,30.3,54.5,32.9,13.9,0.4,62.9,6.2,24.8,8.1,69.4
IT,Italy,2008,49.24,7.26,33550.634,-1.023,6.723,3.348,33.8,54.214,4.372,105.8,0,0,1.462,1.799,19.2,35.4,46.58,195,3595.0,1129.0,,291.16,51.18,3.37,44.16,41.92,13.0,114.0,,3520855.0,542000.0,1056912.0,1606013.0,790319.0,3924081.2,4394644.0,1321000.0,24981.6,65053.7,208800.0,105970.0,11285910.0,92560.0,,59.4627,9.1537,17.8499,27.1235,13.3475,66.2726,74.2198,22.31,0.4219,1.0987,3.5264,1.7897,190.6044,1.5632,,364.0,121.8,102.3,267.0,29.9,53.8,32.5,13.9,0.4,60.7,6.3,24.666666666666668,8.5,69.4
IT,Italy,2009,49.33,7.18,31587.064,-5.305,7.749,0.775,33.8,45.141,4.504,116.1,1,1,-1.023,1.462,19.0,36.2,46.53,205,3599.0,1140.0,,260.9,49.91,2.98,44.82,50.57,16.0,106.0,,3307681.0,553000.0,1049261.0,1628028.0,822429.0,3963435.8,4342412.0,1278000.0,24800.7,65945.4,206500.0,106979.0,10560292.0,97860.0,,55.5395,9.2855,17.6182,27.3363,13.8095,66.5503,72.9138,21.459,0.4164,1.1073,3.4674,1.7963,177.3186,1.6432,,351.2,115.9,98.5,265.3,29.4,53.4,32.5,13.3,0.4,62.1,6.4,24.53333333333333,8.91,69.4
IT,Italy,2010,49.36,7.22,31928.554,1.529,8.363,1.526,34.7,51.662,4.316,118.8,0,0,-5.305,-1.023,19.9,35.7,46.47,188,3656.08,1087.19,,274.05,45.95,2.81,47.9,5.17,17.54,110.01,,3550100.0,476000.0,1068900.0,1673000.0,865134.0,4055030.8,4469318.0,1237000.0,25264.9,67767.1,212300.0,107790.0,10500000.0,89112.0,,59.347,7.9573,17.8688,27.9675,14.4624,67.7879,74.7135,20.6789,0.4224,1.1329,3.549,1.8019,175.5283,1.4897,,335.3,110.2,91.5,260.9,29.3,53.1,31.4,12.4,0.4,58.5,6.3,24.4,8.88,69.5
IT,Italy,2011,49.36,7.57,32039.503,0.695,8.359,2.781,35.1,54.472,4.094,119.1,0,0,1.529,-5.305,20.4,35.4,46.37,208,3648.85,1089.21,,286.21,45.8,2.96,53.52,5.19,16.07,110.38,,3547946.5,374000.0,1000374.4,1601877.0,889338.0,3947082.8,4063165.0,1251000.0,23645.2,64886.2,204100.0,102420.0,10479053.0,70130.0,,59.106,6.2305,16.6655,26.686,14.8157,65.7553,67.6891,20.8407,0.3939,1.081,3.4001,1.7062,174.5728,1.1683,921.5,346.04,115.66,93.37,260.92,29.6,52.9,32.42,10.41,0.36,62.56,6.51,24.22,8.73,69.5
IT,Italy,2012,49.34,7.69,30953.415,-3.125,10.655,3.041,35.2,54.884,4.035,125.9,1,2,0.695,1.529,21.9,34.0,46.24,202,3641.43,1101.6,,266.64,59.55,2.93,39.59,5.22,20.42,109.09,,2492465.6,372000.0,957787.0,1650837.0,922352.0,4006214.9,3826531.0,1279100.0,22638.6,66869.4,210700.0,100970.0,10597572.0,50620.3,,41.4091,6.1803,15.9124,27.4265,15.3237,66.5581,63.5729,21.2506,0.3761,1.1109,3.5005,1.6775,176.065,0.841,926.94,345.93,112.91,91.52,258.39,29.16,51.66,32.15,9.82,0.35,65.01,6.68,24.04,8.8,69.5
IT,Italy,2013,49.31,7.88,30330.022,-1.818,12.149,1.22,34.9,54.034,4.122,131.9,1,2,-3.125,0.695,22.5,33.6,46.09,193,3639.77,1113.95,,247.05,57.95,2.68,45.02,6.1,20.44,107.81,,2159381.0,311000.0,842122.0,1652424.0,904913.0,3837201.9,4504412.0,1268800.0,19904.7,66933.6,211300.0,98360.0,10397465.0,49770.4,,35.8037,5.1566,13.9628,27.3981,15.004,63.6229,74.6856,21.0374,0.33,1.1098,3.5035,1.6309,172.3957,0.8252,878.29,322.8,104.16,84.12,250.63,27.75,50.51,30.3,9.05,0.33,60.29,6.64,23.86,8.79,69.5
IT,Italy,2014,49.28,7.77,30325.029,-0.001,12.683,0.241,34.7,54.455,4.04,134.8,0,1,-1.818,-3.125,23.9,32.1,45.96,204,3514.61,1098.85,,248.25,53.1,2.92,41.45,5.16,18.67,108.35,,3784434.7,500000.0,694634.2,1327822.0,919545.0,3369847.1,4208752.0,1296800.0,16418.6,53785.2,182000.0,100510.0,11044109.0,53925.0,,62.7386,8.289,11.5157,22.0127,15.2443,55.8655,69.7729,21.4984,0.2722,0.8917,3.0172,1.6663,183.0898,0.894,854.08,310.15,98.29,79.91,246.55,26.95,49.35,28.45,8.81,0.32,58.33,6.32,23.68,8.86,69.5
IT,Italy,2015,49.25,7.68,30639.883,0.886,11.896,0.039,35.4,55.436,4.054,134.8,0,1,-0.001,-1.818,25.3,32.4,45.82,201,3521.33,1128.99,,249.67,52.9,2.67,44.06,5.65,13.63,108.76,,2183878.1,313000.0,771766.9,1491413.6,969179.4,3668897.4,4874273.0,1467100.0,18241.8,60411.7,181180.9,95910.0,11159203.0,51406.0,,36.2592,5.1968,12.8137,24.7621,16.0914,60.9152,80.9282,24.3585,0.3029,1.003,3.0082,1.5924,185.2777,0.8535,901.26,328.87,100.86,84.15,244.64,26.91,49.49,30.73,8.47,0.33,66.42,6.07,23.5,8.85,69.6
IT,Italy,2016,49.23,7.61,31077.679,1.236,11.688,-0.094,35.2,54.432,3.795,134.2,0,1,0.886,-0.001,26.2,31.7,45.7,195,3522.03,1126.55,,250.81,50.37,2.37,49.54,6.53,20.18,109.04,,2046297.0,277000.0,791284.3,1544131.5,1022142.8,3813664.7,5161546.0,1624800.0,18703.1,62547.1,180203.9,95400.0,10773150.0,48470.0,,34.0396,4.6078,13.1628,25.6862,17.0031,63.4393,85.8609,27.0281,0.3111,1.0405,2.9976,1.587,179.2084,0.8063,843.15,296.22,89.96,75.39,241.03,27.32,48.67,28.76,8.3,0.36,62.01,5.85,23.34,8.72,69.6
IT,Italy,2017,49.22,7.81,31635.523,1.604,11.211,1.227,35.9,57.583,4.027,133.7,0,1,1.236,0.886,26.9,30.8,45.6,219,3530.86,1125.9,,243.73,49.51,2.46,50.76,6.57,18.74,109.13,,2453568.0,337000.0,739830.0,1466949.0,1006677.0,3643617.6,4382936.0,1555200.0,17486.9,59420.7,198990.3,91220.0,11380094.0,56397.9,,40.8913,5.6165,12.33,24.4482,16.7773,60.7247,73.0462,25.919,0.2914,0.9903,3.3164,1.5203,189.6611,0.9399,868.14,303.39,89.05,77.78,237.86,26.62,48.18,29.65,7.87,0.3,69.34,5.95,23.18,8.69,69.5
