country_code,country,year,overweight_pct,alcohol_liters_pc,gdp_per_capita_usd,gdp_growth_pct,unemployment_pct,inflation_pct,gini_index,trade_pct_gdp,education_expenditure_pct_gdp,govt_debt_pct_gdp,recession_flag,crisis_score,gdp_growth_lag1,gdp_growth_lag2,tertiary_attainment_pct,low_education_pct,physical_inactivity_pct,sunny_days,food_total_kcal,food_cereals_kcal,food_sugar_kcal,food_meat_kcal,food_dairy_kcal,food_fish_kcal,food_vegetables_kcal,food_fruits_kcal,food_vegoils_kcal,food_alcohol_kcal,prod_sugar_cane_t,prod_sugar_beet_t,prod_raw_sugar_t,prod_beef_t,prod_pork_t,prod_poultry_t,prod_meat_total_t,prod_wine_t,prod_beer_t,prod_cattle_fat_t,prod_pig_fat_t,prod_lard_t,prod_butter_t,prod_raw_milk_t,prod_tobacco_t,prod_sugar_cane_kg_pc,prod_sugar_beet_kg_pc,prod_raw_sugar_kg_pc,prod_beef_kg_pc,prod_pork_kg_pc,prod_poultry_kg_pc,prod_meat_total_kg_pc,prod_wine_kg_pc,prod_beer_kg_pc,prod_cattle_fat_kg_pc,prod_pig_fat_kg_pc,prod_lard_kg_pc,prod_butter_kg_pc,prod_raw_milk_kg_pc,prod_tobacco_kg_pc,total_all_causes,cardiovascular,ischaemic_heart,stroke,all_cancers,colorectal_cancer,lung_cancer,diabetes,liver_cirrhosis,alcohol_disorders,respiratory,suicide,smoking_pct,healthcare_exp_pct,urbanization_pct
AT,Austria,1994,41.02,13.74,32780.342,2.402,3.535,2.953,30.8,66.247,5.09,67.2,0,0,0.527,2.094,12.05,17.56,38.63,140,3557.0,725.0,,10.83,96.63,4.18,40.87,23.01,28.0,252.0,,2560583.0,438000.0,211870.0,472562.0,82851.0,799479.0,264664.0,972975.0,16789.7,25086.6,63695.0,42518.0,3278429.0,353.0,,322.6493,55.1907,26.6969,59.5457,10.4397,100.7393,33.3493,122.6009,2.1156,3.1611,8.026,5.3575,413.1024,0.0445,,748.1,284.5,174.9,311.8,44.8,51.1,27.2,32.1,2.5,60.8,24.4,62.22,8.745000000000001,65.59
AT,Austria,1995,41.33,13.61,33603.428,2.668,4.345,2.243,29.9,68.525,5.45,67.16,0,0,2.402,0.527,12.67,18.32,38.09,120,3510.0,786.0,,1.37,99.42,1.49,37.95,13.6,26.0,253.0,,2885807.0,481000.0,195880.0,457420.0,81503.0,764849.0,222897.0,934352.0,15522.6,24282.8,66000.0,40724.0,2948170.0,263.0,,363.0732,60.5163,24.6443,57.5496,10.2542,96.2283,28.0434,117.554,1.953,3.0551,8.3037,5.1236,370.9193,0.0331,,748.5,288.1,170.6,310.1,43.9,50.2,29.9,31.8,3.7,58.5,24.3,60.6,8.852500000000001,65.86
AT,Austria,1996,41.65,13.47,34301.656,2.216,5.282,1.861,29.3,70.469,5.289,67.12,0,0,2.668,2.402,13.29,19.08,37.56,126,3551.0,830.0,,3.33,97.84,1.91,33.77,9.06,26.0,246.0,,3131307.0,535000.0,222350.0,472194.0,82492.0,805669.0,211033.0,930757.0,17620.2,25067.1,66000.0,41561.0,2956591.0,188.8,,393.4289,67.2194,27.9369,59.3282,10.3646,101.2272,26.515,116.9437,2.2139,3.1495,8.2925,5.2219,371.4769,0.0237,,745.5,283.7,177.5,301.7,43.5,50.9,27.8,31.5,4.2,59.4,24.5,58.980000000000004,8.96,66.11
AT,Austria,1997,41.96,13.34,34998.032,2.146,5.15,1.306,29.1,75.244,5.71,67.08,0,0,2.216,2.668,13.91,19.84,37.02,148,3494.0,738.0,,7.34,102.01,1.7,32.79,13.83,25.0,256.0,,3011921.0,529000.0,206021.0,474681.0,87505.0,796518.0,180193.0,935895.0,16326.2,25199.1,65000.0,41849.0,3015009.0,227.0,,378.0002,66.3902,25.8559,59.5731,10.982,99.9641,22.6145,117.4561,2.049,3.1625,8.1576,5.2521,378.3877,0.0285,,726.1,284.6,171.0,300.1,42.0,50.9,26.8,29.4,3.8,59.9,21.4,57.36,9.0675,66.33
AT,Austria,1998,42.27,13.2,36180.749,3.493,5.483,0.922,31.3,77.35,6.137,67.04,0,0,2.146,2.216,14.53,20.6,36.48,138,3608.0,910.0,,8.29,101.86,1.54,37.47,7.65,29.0,255.0,,3314143.0,533000.0,196882.0,499553.0,89378.0,815835.0,270317.0,920100.0,15602.0,26519.5,66000.0,42417.0,3042623.0,234.1,,415.4733,66.8189,24.6819,62.6258,11.2048,102.2761,33.8879,115.3472,1.9559,3.3246,8.274,5.3176,381.4346,0.0293,,712.5,289.2,162.4,294.3,40.6,51.3,23.1,28.2,4.0,59.1,21.2,55.74,9.175,66.51
AT,Austria,1999,42.58,13.07,37468.87,3.762,4.699,0.569,29.7,78.563,6.136,67.0,0,0,3.493,2.146,15.15,21.36,35.94,140,3673.0,902.0,,10.47,95.96,1.6,37.59,9.99,35.0,268.0,,3216731.0,545000.0,203333.0,519568.0,88406.0,843195.0,280338.0,925815.0,16113.2,27582.0,67300.0,36835.0,3131892.0,226.5,,402.4776,68.1904,25.441,65.0084,11.0614,105.5006,35.0759,115.838,2.0161,3.4511,8.4206,4.6088,391.8625,0.0283,,696.3,280.5,156.2,291.0,41.6,49.5,24.5,25.6,3.9,66.6,21.0,54.12,9.2825,66.66
AT,Austria,2000,42.88,12.89,38571.086,3.19,4.687,2.345,29.0,85.843,5.62,66.6,0,0,3.762,3.493,15.9,22.12,35.39,142,3726.0,938.0,,13.11,97.9,1.27,38.83,8.14,35.0,265.0,,2633532.0,447000.0,203489.0,505385.0,87052.0,835352.0,233841.0,877137.0,16125.5,26829.1,66100.0,37129.0,3233156.0,321.8,,328.7163,55.7943,25.3994,63.0819,10.8658,104.2683,29.1879,109.4838,2.0128,3.3488,8.2506,4.6344,403.5611,0.0402,,653.7,261.5,145.4,287.8,39.8,49.0,22.2,26.2,3.9,66.1,21.2,52.5,9.39,66.77
AT,Austria,2001,43.16,12.89,38929.754,1.317,4.007,2.65,29.17,87.996,5.605,67.2,0,0,3.19,3.762,16.1,22.88,34.89,119,3728.0,933.0,,14.0,104.61,1.08,37.97,11.49,37.0,259.0,,2773478.0,460000.0,215240.0,488675.0,87722.0,832034.0,253058.0,890933.0,17056.8,25942.0,66000.0,36936.0,3299567.0,284.3,,344.8616,57.1976,26.7635,60.7631,10.9076,103.4573,31.4659,110.781,2.1209,3.2257,8.2066,4.5927,410.2769,0.0354,,619.2,249.0,131.9,279.6,37.6,47.4,23.0,25.1,4.4,62.4,19.6,50.88,9.45,66.84
AT,Austria,2002,43.43,12.63,39313.723,1.484,4.852,1.81,29.33,87.584,5.563,67.4,0,0,1.317,3.19,17.2,23.64,34.35,143,3652.0,922.0,,11.83,96.05,3.0,34.21,9.14,40.0,259.0,,3043398.0,455800.0,211855.0,512129.0,87305.0,850636.0,259908.0,905356.0,16788.5,27187.1,66300.0,33291.0,3292203.0,328.3,,376.567,56.3972,26.2133,63.367,10.8025,105.2512,32.159,112.0219,2.0773,3.3639,8.2035,4.1192,407.3522,0.0406,,596.6,260.9,131.4,277.3,37.8,49.9,31.3,23.1,3.8,65.2,20.4,49.26,9.59,66.89
AT,Austria,2003,43.67,12.53,39569.289,1.142,4.779,1.356,29.5,86.882,5.393,66.4,0,0,1.484,1.317,17.6,24.4,33.78,154,3609.0,936.0,,13.32,101.78,4.13,39.43,9.08,40.0,260.0,,2485386.0,386213.0,207737.0,517569.0,88404.0,853484.0,252989.0,904556.0,16462.2,27475.9,67100.0,33185.0,3229885.0,332.0,,306.0284,47.5548,25.5789,63.7289,10.8853,105.0905,31.1508,111.379,2.027,3.3831,8.2621,4.0861,397.6994,0.0409,,570.0,253.5,120.5,283.2,38.6,47.7,46.4,23.6,4.9,82.2,19.0,47.64,9.7,66.93
AT,Austria,2004,43.9,12.59,40333.331,2.565,5.969,2.061,29.8,91.474,5.342,65.9,0,0,1.142,1.484,20.9,25.5,33.2,133,3606.0,886.0,,18.04,101.73,3.81,42.2,10.79,40.0,247.0,,2901902.0,458137.0,206103.0,514653.0,88820.0,855627.0,273456.0,885380.0,16332.7,27321.1,68000.0,32937.0,3137322.0,234.0,,355.1045,56.062,25.2207,62.9779,10.8689,104.7027,33.4627,108.3436,1.9986,3.3433,8.3211,4.0305,383.9128,0.0286,,524.1,237.9,90.2,279.5,35.3,48.0,56.7,22.6,5.1,70.3,18.4,46.019999999999996,9.82,66.96
AT,Austria,2005,44.1,12.61,40989.013,2.32,5.682,2.299,28.7,94.675,5.285,69.4,0,0,2.565,1.142,20.7,25.6,32.59,139,3640.0,943.0,,21.3,102.29,4.34,38.61,13.08,43.0,246.0,,3083792.0,488932.0,204468.0,510085.0,89208.0,848905.0,226402.0,907622.0,16203.1,27078.6,68100.0,31208.0,3113658.0,247.0,,374.8002,59.4242,24.8508,61.9951,10.8422,103.1748,27.5166,110.3112,1.9693,3.2911,8.2768,3.793,378.4301,0.03,,507.2,230.1,85.5,272.0,34.8,46.8,54.9,21.6,4.3,71.3,17.9,44.4,9.72,66.98
AT,Austria,2006,44.27,12.73,42120.156,3.269,5.32,1.442,29.6,98.786,5.264,68.2,0,0,2.32,2.565,21.1,26.3,31.98,141,3719.0,930.0,,18.79,103.96,4.36,37.18,12.7,45.0,247.0,,2493097.0,407590.0,216478.0,513971.0,85059.0,859677.0,225630.0,892000.0,17154.9,27284.9,68300.0,33059.0,3146657.0,304.0,,301.5123,49.2935,26.1806,62.1591,10.2869,103.9684,27.2874,107.8775,2.0747,3.2998,8.2601,3.9981,380.5531,0.0368,,485.0,221.6,83.1,266.1,33.3,47.1,52.7,19.3,4.5,65.0,16.2,42.849999999999994,9.64,67.0
AT,Austria,2007,44.4,12.66,43568.83,3.775,4.909,2.169,30.6,101.365,5.179,65.8,0,0,3.269,2.32,20.9,27.8,31.37,155,3737.0,940.0,,24.91,104.83,4.95,38.63,9.71,47.0,247.0,,2656214.0,379407.0,217784.0,535904.0,95221.0,890792.0,262803.0,916849.0,17258.3,28449.2,68400.0,34667.0,3155068.0,400.0,,320.1999,45.7366,26.2533,64.6019,11.4787,107.3827,31.6802,110.5238,2.0804,3.4295,8.2454,4.179,380.3355,0.0482,,471.9,215.4,77.6,259.8,30.6,46.5,43.9,20.6,4.9,64.8,16.0,41.3,9.6,67.02
AT,Austria,2008,44.49,12.4,44063.864,1.453,4.198,3.216,30.4,102.744,5.299,69.5,0,0,3.775,3.269,21.9,28.1,30.75,143,3717.0,910.0,,29.87,102.98,5.67,42.85,10.81,44.0,229.0,,3091432.0,446785.0,224231.0,532946.0,97095.0,897128.0,299372.0,888444.0,17769.2,28292.2,67800.0,33517.0,3195948.0,0.0,,371.4995,53.6905,26.946,64.0445,11.668,107.8085,35.9757,106.7649,2.1353,3.3999,8.1476,4.0278,384.0593,0.0,,448.1,199.9,74.0,266.1,30.4,48.0,46.7,18.1,5.4,56.8,15.6,39.93333333333333,9.83,67.04
AT,Austria,2009,44.54,12.27,42372.476,-3.586,5.371,0.506,31.5,87.6,5.766,80.8,1,1,1.453,3.775,23.4,26.8,30.15,147,3723.0,894.0,,24.88,107.84,3.6,42.16,8.19,51.0,243.0,,3083135.0,426743.0,226294.0,540299.0,100137.0,905037.0,235188.0,878180.0,17932.7,28682.5,67800.0,33518.0,3229809.0,112.8,,369.5332,51.1478,27.1228,64.7583,12.0021,108.4744,28.1888,105.2554,2.1493,3.4378,8.1263,4.0173,387.113,0.0135,,447.1,199.6,69.6,258.8,28.4,46.6,44.1,19.6,6.2,56.4,15.5,38.56666666666667,10.31,67.07
AT,Austria,2010,44.56,12.23,43035.407,1.809,4.883,1.814,30.3,99.645,5.736,83.7,0,0,-3.586,1.453,23.4,27.4,29.57,121,3784.91,846.52,,24.96,111.15,4.0,33.77,13.75,65.27,228.86,,3131666.0,464555.0,226677.0,545818.0,107195.0,920059.0,173745.0,874803.0,17963.1,28975.5,77821.0,32330.0,3257738.0,0.0,,374.4487,55.5462,27.1034,65.2627,12.8171,110.0101,20.7744,104.5989,2.1478,3.4646,9.3049,3.8657,389.523,0.0,,433.2,195.0,67.0,255.5,28.0,47.1,39.5,18.4,5.3,55.1,15.2,37.2,10.32,67.1
AT,Austria,2011,44.56,12.35,44146.196,2.927,4.637,3.287,30.8,105.775,5.628,83.4,0,0,1.809,-3.586,23.6,27.5,28.98,153,3834.49,869.59,,25.12,112.93,3.51,37.78,13.9,61.65,236.9,,3456227.0,543608.0,222168.0,544166.0,112345.0,917991.0,281476.0,896544.0,17605.8,28887.8,77581.0,33850.0,3307130.0,135.1,,411.8654,64.7797,26.4749,64.8462,13.3877,109.3935,33.5424,106.8377,2.098,3.4424,9.245,4.0338,394.098,0.0161,998.52,440.49,195.15,65.81,256.52,28.18,45.95,38.44,17.11,5.31,53.98,15.54,36.06,10.14,67.15
AT,Austria,2012,44.55,12.34,44221.46,0.628,4.909,2.486,30.5,105.841,5.516,82.9,0,0,2.927,1.809,26.1,25.9,28.36,151,3822.94,882.29,,25.16,113.89,3.63,40.07,12.76,59.33,229.93,,3114426.2,464175.0,222156.0,530263.0,108794.0,901451.0,215475.0,893153.0,17604.8,28149.8,75581.0,34470.0,3382076.0,167.2,,369.446,55.0623,26.3531,62.902,12.9056,106.9338,25.5605,105.9495,2.0884,3.3392,8.9657,4.089,401.1957,0.0198,1019.29,453.45,199.16,68.49,255.86,27.34,46.15,38.68,18.33,5.56,52.02,15.2,34.92,10.3,67.21
AT,Austria,2013,44.54,12.49,43851.368,-0.251,5.367,2.0,30.8,104.985,5.594,82.4,0,0,0.628,2.927,27.1,25.4,27.71,130,3796.95,871.64,,25.15,112.79,3.84,39.9,16.12,68.21,241.93,,3465791.3,522398.0,228913.0,529284.0,109176.0,903523.0,239195.0,906966.0,18140.3,28097.8,75456.0,33580.0,3393057.0,162.3,,408.7103,61.6048,26.995,62.4169,12.8748,106.5497,28.2075,106.9558,2.1392,3.3135,8.8983,3.96,400.133,0.0191,998.03,443.88,191.78,66.24,249.7,27.19,45.93,36.12,17.0,5.53,50.55,15.35,33.78,10.41,67.3
AT,Austria,2014,44.55,12.33,43838.835,0.756,5.674,1.606,30.5,104.497,5.498,85.2,0,0,-0.251,0.628,40.0,18.4,27.08,137,3754.41,928.0,,25.11,113.22,3.52,41.13,14.19,53.49,231.81,,4244218.9,514012.0,223193.0,527442.0,113966.0,899987.0,199869.0,920627.0,17687.0,28000.0,66000.0,32780.0,3493861.0,137.9,,496.6115,60.144,26.1156,61.7154,13.335,105.3065,23.3865,107.7216,2.0695,3.2763,7.7226,3.8356,408.8129,0.0161,957.32,418.17,179.18,61.62,249.29,26.37,47.5,38.55,16.06,5.39,46.63,15.25,32.64,10.51,67.42
AT,Austria,2015,44.59,12.19,43915.228,1.304,5.802,0.897,30.5,103.118,5.491,85.6,0,0,0.756,-0.251,38.7,19.2,26.42,145,3734.47,890.29,,25.02,108.62,3.9,29.63,15.17,65.57,218.83,,2853282.0,425843.0,229648.0,529118.0,116600.0,909621.0,226840.0,910867.0,18198.5,28089.0,69000.0,33270.0,3537757.0,121.2,,330.1378,49.272,26.5713,61.2214,13.4912,105.2473,26.2464,105.3915,2.1057,3.25,7.9836,3.8495,409.3347,0.014,990.02,435.61,181.75,62.7,243.29,24.52,46.65,41.73,16.59,6.04,54.5,14.45,31.5,10.52,67.56
AT,Austria,2016,44.65,11.93,44362.67,2.117,6.064,0.892,30.8,101.573,5.51,83.4,0,0,1.304,0.756,40.1,18.5,25.79,146,3721.98,891.6,,24.98,111.34,4.13,27.06,15.8,67.02,199.28,,3534415.0,521374.0,228335.0,514892.0,125900.0,904770.0,195253.0,928578.0,18094.5,27333.8,70000.0,33860.0,3627606.0,116.2,,404.5495,59.6765,26.1352,58.9346,14.4105,103.5601,22.3487,106.2851,2.0711,3.1286,8.0122,3.8756,415.2162,0.0133,939.7,397.43,167.54,54.93,237.19,24.99,46.6,39.0,15.99,5.7,51.83,13.69,30.52,10.52,67.72
AT,Austria,2017,44.7,11.92,45056.639,2.272,5.561,2.081,29.7,105.556,5.402,79.1,0,0,2.117,1.304,40.8,20.4,25.23,149,3761.97,900.51,,25.1,118.15,3.01,32.48,16.41,58.4,214.01,,2993710.0,516000.0,226859.0,508494.0,127200.0,892822.0,248570.9,967932.0,17977.5,26994.1,70600.0,36050.0,3712727.0,107.8,,340.2884,58.6526,25.7866,57.7994,14.4585,101.4851,28.2545,110.0227,2.0435,3.0684,8.0249,4.0977,422.0175,0.0123,952.19,388.53,163.48,55.49,234.32,24.76,45.07,36.62,14.93,5.63,62.32,13.84,29.54,10.57,67.91
AT,Austria,2018,44.75,11.97,45951.582,2.484,4.933,1.998,30.8,108.378,5.254,74.6,0,0,2.272,2.117,40.7,19.9,24.7,157,3761.46,895.39,,25.26,118.55,3.91,35.3,20.24,72.3,209.92,,2150190.0,336000.0,233460.0,509520.0,109590.0,875061.0,275300.0,979687.0,,,71700.0,36350.0,3821190.0,,,243.2198,38.0068,26.4079,57.6346,12.3963,98.983,31.1407,110.8178,,,8.1104,4.1117,432.2358,,,376.99,158.78,52.47,234.02,23.51,46.33,35.17,14.22,6.15,64.02,13.62,28.560000000000002,10.52,68.1
AT,Austria,2019,44.8,11.97,46550.562,1.755,4.56,1.531,30.2,108.207,5.237,71.0,0,0,2.484,2.272,42.4,20.1,24.21,142,3822.84,889.54,,23.25,110.77,3.78,39.21,12.62,70.39,202.41,,1965150.0,340000.0,229610.0,502030.0,115510.0,871680.0,232400.0,998200.0,,,72300.0,35860.0,3781340.0,,,221.3027,38.2886,25.8572,56.5354,13.008,98.163,26.1714,112.4109,,,8.142,4.0383,425.8304,,,362.89,150.21,53.19,229.64,23.29,44.95,29.84,14.29,5.6,59.79,12.32,27.580000000000002,10.63,68.32
AT,Austria,2020,44.85,11.51,43428.698,-6.318,5.201,1.382,29.8,99.948,5.58,83.2,1,1,1.755,2.484,41.6,22.0,23.76,154,3784.16,856.42,,23.91,115.58,3.57,47.4,16.28,74.91,200.25,,2091690.0,369314.1,218360.0,503170.0,125000.0,871848.3,239800.0,956200.0,,,73000.0,37910.0,3815470.0,,,234.5769,41.4175,24.4884,56.429,14.0184,97.7752,26.8929,107.235,,,8.1867,4.2515,427.8937,,,360.98,148.9,52.21,230.54,23.39,44.71,31.26,14.97,6.18,53.87,11.73,26.6,11.41,68.54
AT,Austria,2021,44.92,11.53,45368.643,4.923,6.459,2.767,30.7,111.033,5.481,82.4,0,0,-6.318,1.755,43.0,21.0,23.33,141,3792.9,906.85,,26.95,113.2,3.79,38.81,18.78,66.97,203.67,,3017450.0,517605.6,213740.0,502120.0,129390.0,874229.7,246000.0,985100.0,,,74000.0,36170.0,3830140.0,,,336.927,57.7956,23.8661,56.0665,14.4476,97.6161,27.4682,109.9958,,,8.2628,4.0387,427.6716,,,343.27,136.25,49.54,224.73,22.06,44.51,35.62,14.98,6.81,44.09,11.94,25.7,12.19,68.77
AT,Austria,2022,44.99,11.41,47332.424,5.331,4.992,8.547,30.9,123.58,5.277,78.1,0,0,4.923,-6.318,44.0,21.7,22.9,141,3802.17,892.19,,25.38,112.67,4.64,37.05,19.48,81.97,201.21,,2709530.0,467251.1,210120.0,477660.0,128404.0,847183.6,252744.0,1028800.0,,,73700.0,33890.0,3942500.0,,,299.6654,51.6765,23.2386,52.8277,14.2011,93.6958,27.9527,113.782,,,8.151,3.7481,436.028,,988.92,346.61,139.48,48.6,226.08,21.13,44.38,37.64,15.55,6.69,52.51,13.7,24.9,11.23,69.0
AT,Austria,2023,,11.29,46497.911,-0.786,5.264,7.814,31.2,115.153,5.4,77.8,0,0,5.331,4.923,44.0,22.8,22.46,136,3755.86,883.04,,25.5,112.61,4.2,36.03,19.19,82.74,197.3,,2675690.0,459777.9,204580.0,454260.0,127924.0,816155.9,233072.0,1011048.0,,,73000.0,33820.0,3678790.0,,,293.0092,50.3493,22.4031,49.7451,14.0087,89.3755,25.5232,110.7177,,,7.9941,3.7036,402.8566,,938.97,333.44,130.42,45.98,221.18,21.81,43.68,35.42,14.82,6.9,57.66,13.98,25.709999999999997,11.15,69.23
BE,Belgium,1994,47.16,11.46,30839.241,3.227,9.645,2.378,28.14,113.232,5.411,100.0,0,0,-0.962,1.531,30.2,25.25,55.26,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.5,154.7,130.8,344.8,41.8,,21.0,14.2,2.9,123.8,22.5,32.1,5.9750000000000005,79.99
BE,Belgium,1995,47.45,11.45,31508.623,2.385,9.337,1.468,28.4,116.379,2.989,100.0,0,0,3.227,-0.962,30.95,25.29,54.34,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.7,155.9,125.0,344.4,40.1,,21.4,13.9,2.1,132.2,22.4,31.9,6.3125,80.34
BE,Belgium,1996,47.75,11.44,31862.669,1.321,9.483,2.077,27.6,119.213,3.049,100.0,0,0,2.385,3.227,31.7,25.33,53.42,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.6,153.1,125.0,333.4,39.6,,20.5,13.8,2.6,138.4,20.8,31.7,6.65,80.68
BE,Belgium,1997,48.07,11.44,32991.501,3.794,8.95,1.628,26.8,125.689,3.35,100.0,0,0,1.321,2.385,32.45,25.37,52.5,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.7,148.3,121.8,333.1,38.7,,21.3,15.1,2.2,136.4,22.1,31.5,6.987500000000001,81.02
BE,Belgium,1998,48.38,11.43,33566.988,1.962,9.322,0.949,28.9,124.709,3.66,100.0,0,0,3.794,1.321,33.2,25.41,51.57,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.1,163.4,110.0,324.9,37.9,73.6,20.7,14.2,3.4,150.2,20.8,31.299999999999997,7.325,81.36
BE,Belgium,1999,48.7,11.43,34676.605,3.543,8.649,1.121,31.0,125.17,3.96,100.0,0,0,1.962,3.794,33.95,25.45,50.65,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.2,151.2,106.4,314.8,37.5,69.9,29.7,13.6,2.9,144.4,18.9,31.099999999999998,7.6625,81.69
BE,Belgium,2000,49.0,11.42,35878.315,3.717,6.586,2.545,33.1,142.23,4.27,109.7,0,0,3.543,1.962,35.2,25.7,49.72,114,3709.0,772.0,,26.19,126.16,3.67,43.37,3.8,20.0,197.0,,6152000.0,1023000.0,275360.0,1042320.0,400360.0,1735552.0,2000.0,1550900.0,22946.7,79163.5,91190.4,125173.0,3689000.0,1200.0,,600.1219,99.7927,26.8611,101.6774,39.0547,169.3015,0.1951,151.2889,2.2384,7.7223,8.8955,12.2105,359.8586,0.1171,,,,,,,,,,,,,30.9,8.0,82.02
BE,Belgium,2001,49.29,11.42,36148.288,1.1,6.178,2.469,31.43,139.577,4.58,108.5,0,0,3.717,3.543,35.2,25.2,48.81,105,3747.0,798.0,,28.34,123.95,3.56,39.87,3.34,20.0,195.0,,5613900.0,913000.0,285250.0,1062400.0,406172.0,1772164.0,2000.0,1506800.0,23770.8,80688.6,93600.8,102403.0,3694000.0,1400.0,,545.7504,88.7565,27.7303,103.2803,39.4857,172.2794,0.1944,146.4823,2.3109,7.8441,9.0993,9.955,359.109,0.1361,,,,,,,,,,,,,30.7,8.15,82.34
BE,Belgium,2002,49.57,11.39,36600.863,1.707,6.91,1.645,29.77,136.085,4.88,105.6,0,0,1.1,3.717,35.2,25.6,47.89,115,3749.0,809.0,,30.49,123.5,2.91,45.26,4.23,16.0,191.0,,6537100.0,1091900.0,305388.0,1040710.0,459076.0,1820397.0,2000.0,1506000.0,25449.0,79041.3,108007.2,102991.0,3469000.0,1200.0,,632.6562,105.6733,29.5552,100.7192,44.4291,176.1768,0.1936,145.7497,2.4629,7.6496,10.4529,9.9674,335.7275,0.1161,,,,,,,,,,,,,30.5,8.32,82.65
BE,Belgium,2003,49.83,11.41,36826.27,1.038,7.68,1.589,28.1,132.716,5.19,101.8,0,0,1.707,1.1,37.7,25.7,46.95,144,3717.0,812.0,,28.91,100.38,3.3,47.57,4.59,24.0,188.0,,6449682.0,1170617.0,275170.0,1026472.0,423590.0,1738835.5,2000.0,1592000.0,22930.8,77959.9,104812.0,115849.0,3400000.0,1300.0,,621.5882,112.8182,26.5195,98.9263,40.8235,167.5803,0.1928,153.429,2.21,7.5134,10.1013,11.1649,327.6751,0.1253,,446.9,143.5,100.9,288.8,32.6,67.2,19.6,11.7,3.0,154.4,20.7,30.299999999999997,9.19,82.96
BE,Belgium,2004,50.08,11.3,37976.697,3.571,7.363,2.097,30.5,136.918,5.49,97.2,0,0,1.038,1.707,39.9,25.0,46.01,121,3722.0,847.0,,29.21,100.06,3.04,43.26,5.88,20.0,191.0,,6215850.0,1029000.0,280931.0,1054010.0,468000.0,1815441.5,2000.0,1704200.0,23410.9,80051.4,106380.8,119600.0,3060000.0,1221.0,,596.4656,98.7416,26.9578,101.1416,44.9087,174.2076,0.1919,163.533,2.2465,7.6816,10.2082,11.4767,293.634,0.1172,,419.7,136.2,95.5,282.7,32.2,65.6,19.4,11.7,3.1,133.6,19.4,30.099999999999998,9.35,83.27
BE,Belgium,2005,50.31,11.25,38645.261,2.322,8.44,2.781,29.3,144.529,5.796,95.2,0,0,3.571,1.038,39.1,24.9,45.05,124,3716.0,842.0,,28.26,109.87,2.57,52.29,5.21,20.0,202.0,,5983173.0,999000.0,267156.0,1012934.0,450000.0,1740733.5,4000.0,1727400.0,22263.0,76931.7,118803.2,112615.0,3025000.0,777.0,,570.9888,95.337,25.4953,96.6668,42.9446,166.1224,0.3817,164.85,2.1246,7.3418,11.3377,10.7471,288.6831,0.0742,,400.6,129.2,89.8,283.2,32.7,68.2,19.4,11.7,3.2,140.9,19.8,29.9,9.25,83.56
BE,Belgium,2006,50.51,11.15,39371.086,2.552,8.246,1.791,28.1,149.568,5.98,91.5,0,0,2.322,3.571,41.4,25.3,44.09,114,3716.0,843.0,,28.27,122.87,3.61,55.68,9.79,21.0,194.0,,5666621.0,856000.0,286979.0,1000928.0,484000.0,1780171.1,3000.0,1783692.0,23914.9,76019.9,117613.6,106215.0,2836930.0,209.0,,537.2245,81.1531,27.2071,94.8931,45.8857,168.7693,0.2844,169.1031,2.2673,7.2071,11.1504,10.0697,268.9554,0.0198,,367.0,112.7,82.9,277.1,31.7,67.7,17.6,11.5,2.9,123.5,18.6,29.65,9.13,83.86
BE,Belgium,2007,50.67,11.3,40520.084,3.677,7.459,1.823,29.2,152.468,6.15,87.5,0,0,2.552,2.322,41.5,24.7,43.12,124,3713.0,838.0,,25.22,132.68,5.32,54.78,9.44,22.0,184.0,,5746892.0,1008000.0,287977.0,1061045.0,447950.0,1806919.4,3000.0,1793294.0,23998.1,80585.7,122656.0,104063.0,2878636.0,158.0,,540.8483,94.8643,27.1019,99.8565,42.1572,170.0518,0.2823,168.7695,2.2585,7.584,11.5433,9.7935,270.9126,0.0149,,356.7,109.2,79.2,276.2,31.3,66.3,17.3,11.6,3.2,121.8,17.8,29.4,9.14,84.15
BE,Belgium,2008,50.8,11.32,40380.908,0.447,6.976,4.489,28.4,161.088,6.333,93.2,0,0,3.677,2.552,42.9,25.4,42.14,116,3702.0,856.0,,27.87,107.57,8.64,47.48,5.69,23.0,178.0,,4713904.0,787000.0,285037.0,1056169.0,328738.0,1682125.4,3000.0,1673533.0,23753.1,80215.4,125627.2,89699.0,2849228.0,191.0,,440.1415,73.4829,26.6142,98.6155,30.6946,157.0616,0.2801,156.2593,2.2178,7.4898,11.7299,8.3753,266.035,0.0178,,345.7,102.4,78.2,277.9,30.9,67.2,18.1,12.3,3.6,119.1,18.9,29.266666666666666,9.6,84.43
