country_code,country,year,total_all_causes,cardiovascular,ischaemic_heart,stroke,all_cancers,colorectal_cancer,lung_cancer,diabetes,liver_cirrhosis,alcohol_disorders,respiratory,suicide
ES,Spain,2015,872.68,252.56,69.28,57.7,230.62,32.73,47.87,20.79,9.64,0.6,105.49,
ES,Spain,2016,829.05,237.34,64.16,53.6,229.8,32.93,48.35,18.6,8.86,0.53,92.83,
ES,Spain,2017,835.93,235.79,63.1,52.0,226.63,31.49,47.46,18.99,8.93,0.49,99.37,
ES,Spain,2018,,227.74,59.77,49.84,221.89,30.79,46.81,18.79,8.32,0.49,101.04,
ES,Spain,2019,,214.52,54.83,47.57,218.29,30.58,45.63,17.9,8.2,0.45,87.84,
ES,Spain,2020,,217.82,55.42,47.13,214.51,29.44,44.8,20.59,8.02,0.5,77.21,
ES,Spain,2021,,212.97,53.11,44.81,213.31,28.79,45.21,19.28,8.28,0.48,63.84,
ES,Spain,2022,840.41,213.88,52.73,43.99,212.91,28.72,45.13,19.65,7.84,0.47,76.2,
ES,Spain,2023,774.42,200.21,49.15,41.04,209.98,27.97,44.37,18.65,7.54,0.52,81.4,
FI,Finland,1994,,677.2,390.0,174.2,264.6,27.5,,15.0,11.8,2.6,114.5,
FI,Finland,1995,,685.2,394.3,185.1,267.3,26.6,,15.3,12.2,2.8,114.0,
FI,Finland,1996,,627.9,365.6,153.5,263.5,25.7,48.2,15.6,13.7,4.6,125.5,
FI,Finland,1997,,607.9,351.1,150.7,260.7,26.1,46.6,14.4,14.3,4.6,115.5,
FI,Finland,1998,,590.8,350.5,139.6,259.1,25.3,47.7,14.3,13.7,6.4,115.9,
FI,Finland,1999,,583.2,351.3,136.5,253.8,25.3,44.3,13.9,13.2,6.6,116.1,
FI,Finland,2000,,569.9,343.0,135.3,250.7,25.6,44.4,14.4,14.1,5.8,117.2,
FI,Finland,2001,,545.0,325.4,128.9,248.1,24.4,44.9,13.1,14.6,5.0,102.1,
FI,Finland,2002,,544.5,328.4,125.6,241.1,23.9,42.9,13.2,16.0,4.4,100.9,
FI,Finland,2003,,523.5,310.6,123.5,242.6,25.2,44.0,12.5,15.0,4.7,94.2,
FI,Finland,2004,,486.6,286.5,114.4,238.7,22.7,41.7,12.6,18.8,4.6,74.7,
FI,Finland,2005,,475.8,283.1,108.0,234.7,23.4,42.5,11.7,21.0,3.3,59.0,
FI,Finland,2006,,464.5,273.1,106.0,234.0,23.5,42.8,10.4,20.3,3.5,48.8,
FI,Finland,2007,,458.7,268.7,98.9,229.8,23.1,42.4,11.5,23.1,2.8,49.8,
FI,Finland,2008,,444.8,258.5,93.3,227.5,22.7,40.9,11.4,22.5,3.0,42.8,
FI,Finland,2009,,432.9,245.7,93.5,223.4,22.9,40.7,9.0,22.6,3.2,46.4,
FI,Finland,2010,,425.2,243.5,87.9,230.1,23.1,43.5,9.0,21.8,3.3,40.6,
FI,Finland,2011,1032.48,424.08,234.18,91.08,226.04,22.41,40.52,9.51,20.8,3.13,40.91,
FI,Finland,2012,1030.58,413.64,226.09,91.66,223.86,23.13,40.77,9.55,21.8,3.69,39.9,
FI,Finland,2013,999.43,388.26,208.56,87.2,223.0,22.75,40.96,9.12,21.82,3.72,36.45,
FI,Finland,2014,994.85,378.86,199.29,85.37,218.57,22.55,39.04,9.24,21.07,4.15,34.46,
FI,Finland,2015,968.81,364.05,190.94,80.72,218.72,21.84,39.65,8.87,18.94,3.68,35.52,
FI,Finland,2016,976.05,360.2,185.76,79.8,219.72,23.17,39.38,9.66,19.31,3.95,38.23,
FI,Finland,2017,948.92,340.72,175.22,71.71,216.9,23.69,38.66,9.94,18.06,3.67,36.36,
FI,Finland,2018,,329.35,164.36,70.25,212.76,22.03,37.98,9.32,18.95,4.14,38.41,
FI,Finland,2019,,310.94,146.09,67.37,214.54,22.97,38.59,10.08,19.67,4.28,32.97,
FI,Finland,2020,,306.77,141.62,66.24,211.35,20.76,36.66,11.07,21.37,3.47,28.36,
FI,Finland,2021,,303.95,140.6,63.39,209.89,21.84,37.0,10.9,20.69,3.68,27.72,
FI,Finland,2022,1001.15,310.21,138.4,62.82,204.91,21.99,37.25,11.4,20.48,3.99,29.89,
FI,Finland,2023,958.64,303.82,131.5,60.56,207.96,23.99,33.63,10.89,19.54,3.98,32.11,
FR,France,2001,,329.8,90.7,78.6,290.1,32.2,49.7,23.2,16.7,5.7,66.1,
FR,France,2002,,324.5,88.0,75.9,288.5,32.1,50.1,23.3,16.2,5.7,69.2,
FR,France,2003,,326.4,87.1,76.2,285.3,32.1,49.9,24.2,15.9,5.7,73.8,
FR,France,2004,,296.3,80.1,67.7,278.8,31.6,50.3,21.9,14.4,5.2,61.2,
FR,France,2005,,290.8,77.4,66.0,277.5,31.1,51.3,22.0,14.2,5.5,68.4,
FR,France,2006,,269.7,71.2,60.8,271.6,29.9,51.4,20.8,13.9,5.0,56.7,
FR,France,2007,,258.7,67.6,57.1,266.9,29.1,51.0,20.1,13.5,5.1,56.9,
FR,France,2008,,252.0,64.8,55.8,265.1,29.4,50.9,19.9,13.2,5.2,56.0,
FR,France,2009,,241.0,61.2,53.8,262.8,29.1,51.2,19.4,12.8,4.9,56.3,
FR,France,2010,,231.0,57.7,51.7,257.7,28.4,50.6,18.2,12.3,4.9,51.8,
FR,France,2011,875.36,224.76,56.01,51.55,253.11,28.24,50.12,18.26,12.02,4.8,55.28,
FR,France,2012,893.83,223.34,55.01,51.06,250.91,27.56,50.26,18.23,11.87,4.67,60.2,
FR,France,2013,864.93,213.49,51.92,48.85,246.18,26.87,49.37,17.75,11.4,4.41,56.67,
FR,France,2014,829.13,202.74,49.3,45.92,245.24,26.08,50.03,17.01,10.87,4.06,51.93,
FR,France,2015,858.16,204.89,49.08,45.51,245.14,26.26,49.91,17.73,10.97,4.01,60.47,
FR,France,2016,834.57,196.14,46.43,44.19,243.45,26.23,48.7,16.67,10.66,3.94,56.67,
FR,France,2017,829.65,190.4,45.25,42.41,238.91,25.64,47.23,16.39,10.3,3.76,59.14,
FR,France,2018,,186.11,43.61,41.54,233.44,24.34,46.0,15.3,10.15,4.05,58.45,
FR,France,2019,,175.48,42.0,40.88,230.68,23.93,45.19,15.02,9.96,4.01,57.39,
FR,France,2020,,167.68,40.45,39.21,226.57,23.32,44.44,15.89,9.96,3.69,48.51,
FR,France,2021,,169.92,40.33,38.94,222.57,22.71,43.07,15.86,10.09,3.99,45.41,
FR,France,2022,854.95,171.57,39.95,39.22,222.37,22.54,43.12,15.79,10.32,4.17,55.56,
FR,France,2023,794.8,163.26,37.83,37.35,218.58,22.08,42.79,15.18,9.44,3.89,56.44,
HR,Croatia,2002,,964.4,305.6,287.1,331.3,44.2,65.9,27.3,33.6,3.7,72.0,
HR,Croatia,2003,,1008.2,367.5,281.3,337.6,45.6,66.3,32.9,30.0,4.6,90.8,
HR,Croatia,2004,,873.6,311.2,261.2,329.5,43.5,66.1,28.9,29.9,4.7,98.2,
HR,Croatia,2005,,885.0,329.8,263.4,335.2,48.2,65.3,32.5,29.6,4.8,102.8,
HR,Croatia,2006,,835.8,313.2,249.9,331.3,48.8,67.0,32.2,28.2,5.1,77.5,
HR,Croatia,2007,,843.7,303.4,253.0,330.8,46.7,67.5,38.1,30.6,6.8,80.0,
HR,Croatia,2008,,808.4,309.5,237.3,333.9,48.7,66.4,36.3,30.7,6.7,66.1,
HR,Croatia,2009,,782.0,313.6,228.9,338.6,49.1,67.4,37.1,29.5,6.4,65.3,
HR,Croatia,2010,,753.4,327.2,216.8,338.8,49.6,65.9,38.0,28.7,6.2,55.1,
HR,Croatia,2011,1451.42,750.74,329.99,214.1,341.3,51.07,67.34,31.67,26.07,5.67,58.35,
HR,Croatia,2012,912.28,395.27,181.16,123.96,284.01,39.95,61.3,24.36,24.17,5.75,37.09,
HR,Croatia,2013,1359.18,689.37,310.35,195.61,333.81,50.2,65.36,32.26,22.83,4.98,57.8,
HR,Croatia,2014,1358.98,680.18,307.21,194.55,336.97,51.12,65.28,34.59,23.52,5.3,59.88,
HR,Croatia,2015,1435.79,713.34,321.23,196.64,336.97,50.15,65.5,42.59,21.49,5.13,69.52,
HR,Croatia,2016,1342.19,633.22,284.4,171.89,335.48,52.22,66.31,47.91,21.14,4.87,65.12,
HR,Croatia,2017,1378.5,628.92,299.8,158.14,323.8,48.51,68.35,57.92,21.54,3.63,82.44,
HR,Croatia,2018,,607.15,270.0,155.0,323.86,52.35,66.9,69.71,22.51,4.4,59.11,
HR,Croatia,2019,,572.78,206.7,129.22,310.98,48.7,64.94,96.05,22.12,7.08,56.1,
HR,Croatia,2020,,590.92,194.0,121.83,303.87,47.56,63.0,112.42,19.7,6.45,54.27,
HR,Croatia,2021,,601.26,202.03,124.65,308.2,49.18,63.12,114.78,21.8,7.55,61.42,
HR,Croatia,2022,1443.62,591.66,181.62,108.9,302.38,48.22,64.49,110.34,22.88,7.72,66.41,
HR,Croatia,2023,1285.27,524.05,153.17,81.36,303.37,46.91,65.01,96.73,22.48,7.57,59.68,
HU,Hungary,1994,,1120.9,437.5,293.4,419.5,62.7,90.7,25.7,92.4,14.5,100.7,
HU,Hungary,1995,,1102.3,443.2,295.1,420.0,62.3,90.4,24.8,91.2,14.4,93.0,
HU,Hungary,1996,,1100.9,453.6,297.9,425.5,63.1,93.5,24.2,71.0,9.3,88.5,
HU,Hungary,1997,,1052.0,446.2,275.5,420.7,63.8,91.8,26.1,70.7,11.0,83.4,
HU,Hungary,1998,,1058.2,451.1,278.5,419.7,64.7,92.6,28.6,75.4,9.1,74.5,
HU,Hungary,1999,,1059.5,445.9,276.3,417.9,64.0,91.8,31.2,74.4,9.8,85.9,
HU,Hungary,2000,,979.9,416.6,267.2,406.6,63.3,90.3,29.7,69.9,5.8,70.0,
HU,Hungary,2001,,952.7,418.8,262.5,402.2,61.7,90.6,23.2,65.5,4.0,58.3,
HU,Hungary,2002,,958.7,414.3,257.6,394.4,60.4,90.2,29.9,61.8,3.9,62.6,
HU,Hungary,2003,,972.7,440.0,257.2,398.1,63.5,92.6,33.0,63.2,4.5,71.2,
HU,Hungary,2004,,928.2,441.7,236.8,392.9,61.1,92.3,29.4,60.4,4.8,67.4,
HU,Hungary,2005,,960.0,499.0,209.3,352.4,54.7,83.4,44.8,52.8,5.6,82.7,
HU,Hungary,2006,,874.3,459.9,189.2,357.0,55.5,84.7,38.5,52.9,5.2,78.1,
HU,Hungary,2007,,854.9,431.0,185.9,358.2,56.5,88.7,36.4,53.7,4.4,82.6,
HU,Hungary,2008,,815.5,414.6,174.9,361.0,55.2,90.5,33.9,51.9,4.2,75.0,
HU,Hungary,2009,,803.3,410.5,174.7,361.6,56.9,91.1,31.1,49.7,3.8,76.8,
HU,Hungary,2010,,803.2,413.3,170.3,358.7,56.3,92.8,29.6,45.0,4.1,72.9,
HU,Hungary,2011,1295.29,632.85,327.22,134.22,339.94,53.18,88.26,29.6,39.69,3.6,67.26,
HU,Hungary,2012,1292.14,627.9,322.07,130.65,342.14,52.54,91.13,29.67,34.81,3.2,68.89,
HU,Hungary,2013,1430.02,737.43,375.76,149.95,349.37,55.85,88.77,28.99,31.55,3.23,78.77,
HU,Hungary,2014,1455.53,761.55,390.59,147.81,348.14,55.02,89.84,29.1,32.36,3.72,78.61,
HU,Hungary,2015,1500.2,782.17,395.04,147.0,345.95,54.1,89.39,30.89,30.72,3.28,95.84,
HU,Hungary,2016,1425.36,737.59,367.48,123.8,345.33,54.02,90.14,30.64,29.6,3.68,79.39,
HU,Hungary,2017,1461.98,758.78,378.59,130.12,341.04,52.92,89.07,33.93,29.61,3.49,89.17,
HU,Hungary,2018,,738.72,366.73,127.53,335.65,52.73,87.43,33.68,30.31,4.33,87.83,
HU,Hungary,2019,,714.81,355.36,128.34,327.7,51.21,84.39,32.99,30.36,4.42,89.11,
HU,Hungary,2020,,731.41,354.95,128.55,320.87,50.49,81.01,39.74,30.58,5.71,75.13,
HU,Hungary,2021,,722.84,351.79,116.72,309.9,49.96,77.94,42.68,31.72,5.04,70.43,
HU,Hungary,2022,1501.82,732.11,355.52,116.97,312.17,50.43,77.65,38.81,31.89,5.48,73.01,
HU,Hungary,2023,1412.42,710.19,340.15,112.21,315.94,49.01,80.07,33.17,26.68,4.67,82.86,
IE,Ireland,1994,,741.3,399.4,156.3,346.0,44.4,,18.0,4.3,1.1,240.7,
IE,Ireland,1995,,738.2,398.2,154.1,348.7,45.9,,19.2,4.3,1.8,265.1,
IE,Ireland,1996,,711.6,381.1,152.6,338.4,42.2,,21.1,4.4,2.3,252.4,
IE,Ireland,1997,,678.6,360.3,140.8,338.3,44.8,62.6,18.3,6.0,3.1,255.0,
IE,Ireland,1998,,658.3,351.4,131.3,333.3,40.1,66.8,19.6,6.4,3.5,252.5,
IE,Ireland,1999,,657.8,340.8,141.0,332.7,43.8,64.1,21.4,6.2,2.6,278.1,
IE,Ireland,2000,,613.7,314.7,135.5,331.7,39.9,67.9,19.2,5.7,2.9,246.9,
IE,Ireland,2001,,566.8,289.4,126.1,327.2,40.5,63.7,18.5,7.2,2.9,221.8,
IE,Ireland,2002,,546.6,282.0,115.8,316.0,38.5,61.2,19.6,5.9,2.5,212.0,
IE,Ireland,2003,,506.6,253.2,107.5,314.8,38.8,64.5,19.0,6.4,1.8,213.8,
IE,Ireland,2004,,479.2,243.9,96.8,317.5,39.9,65.2,20.5,7.3,2.4,190.5,
IE,Ireland,2005,,447.5,224.1,91.5,307.9,38.1,62.7,20.6,7.4,2.2,184.8,
IE,Ireland,2006,,430.9,215.3,85.1,315.4,40.4,63.2,23.1,7.0,2.6,182.2,
IE,Ireland,2007,,418.8,223.6,89.5,301.8,35.6,62.9,21.4,9.6,,144.6,
IE,Ireland,2008,,408.5,210.8,89.2,303.4,36.7,62.0,19.4,9.1,,148.6,
IE,Ireland,2009,,376.8,196.8,82.8,300.3,34.9,62.3,18.4,8.8,0.1,147.3,
IE,Ireland,2010,,361.3,180.4,80.6,286.0,33.4,59.3,19.1,8.5,,128.4,
IE,Ireland,2011,1034.0,356.39,179.44,78.11,299.21,36.88,63.63,17.87,7.84,0.19,137.39,
IE,Ireland,2012,1043.38,358.47,176.83,75.05,287.92,33.71,60.01,19.98,9.11,0.19,137.24,
IE,Ireland,2013,1034.34,350.87,169.56,74.4,286.47,34.45,59.84,20.78,8.07,0.15,134.32,
IE,Ireland,2014,993.58,316.19,149.79,67.91,287.76,32.36,61.15,17.27,7.06,0.32,128.55,
IE,Ireland,2015,1000.98,327.13,153.0,68.13,274.74,32.05,55.94,17.9,7.04,0.67,137.86,
IE,Ireland,2016,983.02,309.01,145.67,62.39,277.21,31.95,57.09,17.35,7.18,0.54,134.03,
IE,Ireland,2017,937.25,284.2,130.42,55.09,266.6,30.33,55.6,17.59,6.7,0.43,132.77,
IE,Ireland,2018,,277.91,127.51,51.63,262.08,28.04,51.06,16.18,6.78,0.57,125.41,
IE,Ireland,2019,,258.41,117.89,47.57,261.52,28.47,53.16,15.33,7.25,0.5,115.47,
IE,Ireland,2020,,245.3,115.29,43.37,255.45,27.32,52.08,17.67,7.1,0.61,91.95,
IE,Ireland,2021,,248.17,113.38,41.21,248.02,26.57,48.76,16.49,9.27,0.48,86.65,
IE,Ireland,2022,928.4,266.5,117.8,44.51,248.18,25.47,48.06,16.93,7.81,0.68,104.64,
IE,Ireland,2023,884.81,250.46,106.98,41.66,242.93,26.57,48.04,19.26,8.26,1.18,105.82,
IT,Italy,1994,,567.5,166.0,175.0,319.1,34.3,,36.5,30.0,0.7,79.2,
IT,Italy,1995,,550.9,166.6,158.8,303.8,33.1,,38.2,26.7,0.6,76.8,
IT,Italy,1996,,525.7,161.1,149.2,303.1,33.3,,39.2,25.2,0.4,70.8,
IT,Italy,1997,,520.8,158.3,149.1,299.3,32.5,,36.6,24.2,0.4,75.7,
IT,Italy,1998,,528.7,160.9,150.4,298.0,33.1,,36.3,23.0,0.4,78.0,
IT,Italy,1999,,504.2,153.2,141.3,292.7,32.0,,36.6,21.8,0.4,80.2,
IT,Italy,2000,,479.2,144.8,135.3,291.0,31.9,,34.6,21.1,0.3,75.3,
IT,Italy,2001,,456.7,139.5,127.6,293.4,31.7,58.8,34.1,20.7,0.4,65.7,
IT,Italy,2002,,453.1,142.4,126.5,286.6,31.7,58.3,33.0,19.2,0.3,68.5,
IT,Italy,2003,,458.5,153.8,131.2,284.9,31.1,57.1,36.5,17.2,0.4,77.2,
IT,Italy,2006,,383.1,128.8,106.0,271.8,30.6,55.0,32.9,14.6,0.4,61.8,
IT,Italy,2007,,375.3,125.3,102.9,270.8,30.3,54.5,32.9,13.9,0.4,62.9,
IT,Italy,2008,,364.0,121.8,102.3,267.0,29.9,53.8,32.5,13.9,0.4,60.7,
IT,Italy,2009,,351.2,115.9,98.5,265.3,29.4,53.4,32.5,13.3,0.4,62.1,
IT,Italy,2010,,335.3,110.2,91.5,260.9,29.3,53.1,31.4,12.4,0.4,58.5,
IT,Italy,2011,921.5,346.04,115.66,93.37,260.92,29.6,52.9,32.42,10.41,0.36,62.56,
IT,Italy,2012,926.94,345.93,112.91,91.52,258.39,29.16,51.66,32.15,9.82,0.35,65.01,
IT,Italy,2013,878.29,322.8,104.16,84.12,250.63,27.75,50.51,30.3,9.05,0.33,60.29,
IT,Italy,2014,854.08,310.15,98.29,79.91,246.55,26.95,49.35,28.45,8.81,0.32,58.33,
IT,Italy,2015,901.26,328.87,100.86,84.15,244.64,26.91,49.49,30.73,8.47,0.33,66.42,
IT,Italy,2016,843.15,296.22,89.96,75.39,241.03,27.32,48.67,28.76,8.3,0.36,62.01,
IT,Italy,2017,868.14,303.39,89.05,77.78,237.86,26.62,48.18,29.65,7.87,0.3,69.34,
IT,Italy,2018,,282.29,80.77,70.49,235.54,26.36,47.56,27.89,7.55,0.38,66.3,
IT,Italy,2019,,270.74,78.7,68.7,230.93,26.13,45.9,27.72,7.35,0.36,67.29,
IT,Italy,2020,,281.14,80.27,71.03,227.01,25.13,44.49,32.47,7.12,0.39,70.98,
IT,Italy,2021,,266.89,74.02,65.72,221.53,24.56,43.56,30.98,6.97,0.48,55.77,
IT,Italy,2022,905.1,270.3,72.75,66.24,218.66,24.15,43.21,30.79,6.76,0.42,61.79,
IT,Italy,2023,826.71,247.39,64.48,59.96,216.73,23.83,43.02,28.29,6.53,0.4,63.72,
LT,Lithuania,1994,,1130.5,757.8,241.2,288.0,33.6,55.8,8.5,15.5,24.1,78.0,
LT,Lithuania,1995,,1140.6,772.4,238.7,293.6,33.1,56.1,8.9,16.0,28.4,77.7,
LT,Lithuania,1996,,1114.8,747.0,236.1,290.3,33.9,54.0,9.4,15.4,24.1,73.1,
LT,Lithuania,1997,,1088.8,745.9,239.8,286.5,32.1,52.7,8.5,15.6,14.8,68.2,
LT,Lithuania,1998,,1058.2,680.4,246.8,293.1,34.9,53.7,9.2,24.2,2.5,71.6,
LT,Lithuania,1999,,1035.2,641.1,245.8,297.0,32.9,54.0,9.1,17.1,1.3,65.0,
LT,Lithuania,2000,,995.0,611.6,232.1,297.5,33.9,51.0,8.8,18.2,1.3,66.3,
LT,Lithuania,2001,,1036.8,677.0,232.4,298.5,34.2,53.8,9.9,21.4,1.5,62.1,
LT,Lithuania,2002,,1039.5,666.1,242.3,294.3,34.4,51.1,11.0,21.4,0.6,66.4,
LT,Lithuania,2003,,1016.4,656.5,232.8,290.8,34.0,51.7,9.5,24.1,0.9,65.7,
LT,Lithuania,2004,,1001.6,642.2,229.2,290.2,33.9,49.0,11.3,24.3,0.9,63.8,
LT,Lithuania,2005,,1037.1,669.9,232.7,293.9,35.0,48.9,12.3,29.9,0.7,66.7,
LT,Lithuania,2006,,1027.9,650.6,243.7,293.4,34.2,51.8,11.6,40.1,0.9,64.0,
LT,Lithuania,2007,,999.0,633.1,227.4,296.9,33.6,51.1,10.6,49.8,1.3,72.2,
LT,Lithuania,2008,,952.6,601.6,232.4,294.9,34.9,48.8,10.2,44.0,1.2,62.8,
LT,Lithuania,2009,,916.4,575.5,225.6,288.9,36.4,48.5,10.7,32.8,1.0,57.4,
LT,Lithuania,2010,,915.0,593.4,219.9,286.5,34.2,45.6,9.8,32.8,0.8,46.5,
LT,Lithuania,2011,1527.94,916.4,596.52,221.75,284.34,33.95,48.4,9.68,31.33,0.89,45.06,
LT,Lithuania,2012,1511.99,905.87,595.87,216.66,278.37,31.94,46.99,11.34,28.97,0.95,45.07,
LT,Lithuania,2013,1510.91,894.09,589.25,221.57,272.6,32.41,45.41,10.87,30.92,0.7,51.97,
LT,Lithuania,2014,1449.26,848.82,564.37,203.24,276.22,32.11,46.11,9.69,27.22,0.91,42.12,
LT,Lithuania,2015,1490.35,876.25,586.13,208.69,285.52,33.8,45.85,11.02,25.95,0.64,47.57,
LT,Lithuania,2016,1455.39,845.99,561.06,203.19,280.66,31.67,44.31,10.61,26.15,0.89,45.15,
LT,Lithuania,2017,1408.99,814.23,530.31,191.19,273.64,31.44,42.24,14.42,23.15,0.71,46.4,
LT,Lithuania,2018,,782.24,499.09,189.44,272.76,30.22,41.2,18.15,21.82,0.48,48.14,
LT,Lithuania,2019,,731.73,464.08,172.29,271.54,31.24,43.61,20.1,21.52,0.86,41.46,
LT,Lithuania,2020,,793.47,494.35,178.85,276.47,30.41,41.39,23.5,27.07,0.65,41.22,
LT,Lithuania,2021,,800.68,488.2,179.52,259.37,29.61,36.72,24.22,28.55,0.79,36.29,
LT,Lithuania,2022,1460.83,784.45,469.51,188.2,261.53,30.41,37.2,21.63,27.68,0.67,39.2,
LT,Lithuania,2023,1240.58,658.51,395.81,150.27,255.09,28.93,35.07,20.83,24.78,0.61,36.17,
LU,Luxembourg,1994,,590.6,186.4,180.7,324.0,46.7,62.8,17.4,20.0,2.5,103.9,
LU,Luxembourg,1995,,561.5,163.1,180.4,340.0,40.8,70.1,23.0,18.6,4.9,92.3,
LU,Luxembourg,1996,,592.5,183.1,165.5,320.4,36.0,64.2,26.2,23.3,6.5,94.5,
LU,Luxembourg,1997,,549.6,171.5,144.8,311.9,45.0,,18.9,19.3,10.5,94.5,
LU,Luxembourg,1998,,527.7,159.3,152.0,318.5,45.8,63.6,11.5,18.9,6.2,106.7,
LU,Luxembourg,1999,,500.5,139.9,152.4,286.5,37.3,60.0,13.2,21.2,5.4,116.6,
LU,Luxembourg,2000,,486.0,150.8,145.3,305.6,38.2,60.0,18.1,21.5,5.9,95.8,
LU,Luxembourg,2001,,491.4,141.9,139.9,289.2,36.4,53.4,16.4,19.7,6.9,99.6,
LU,Luxembourg,2002,,481.7,138.2,140.4,277.3,36.5,54.1,17.5,21.2,4.7,121.1,
LU,Luxembourg,2003,,524.5,164.1,129.7,290.2,39.2,63.5,15.7,16.3,5.8,130.4,
LU,Luxembourg,2004,,451.6,134.1,117.4,264.2,29.9,52.6,14.1,15.4,4.4,94.2,
LU,Luxembourg,2005,,449.4,123.5,104.5,259.2,34.5,55.5,13.8,14.5,5.3,87.4,
LU,Luxembourg,2006,,460.0,137.1,107.1,258.1,32.4,53.4,16.7,20.4,3.3,81.5,
LU,Luxembourg,2007,,424.0,116.3,97.6,278.4,34.5,64.9,14.2,17.9,3.4,85.7,
LU,Luxembourg,2008,,393.0,109.0,90.1,254.5,34.1,41.5,14.4,15.7,,83.1,
LU,Luxembourg,2009,,377.7,83.2,97.3,272.5,35.4,58.8,11.5,14.1,,86.7,
LU,Luxembourg,2010,,344.7,86.1,92.4,264.6,32.9,50.7,19.2,15.2,1.9,74.8,
LU,Luxembourg,2011,1036.69,369.37,93.47,84.01,268.1,31.07,53.24,14.41,12.1,2.09,93.12,
LU,Luxembourg,2012,986.97,333.92,83.14,72.26,265.94,29.95,57.0,15.19,15.62,3.88,76.19,
LU,Luxembourg,2013,941.98,310.76,89.7,65.38,243.79,32.01,47.05,20.71,13.41,5.78,72.84,
LU,Luxembourg,2014,917.54,296.93,80.25,57.42,260.71,25.52,59.61,22.79,14.22,4.89,63.82,
LU,Luxembourg,2015,930.15,290.97,74.36,57.67,239.9,26.76,51.26,20.22,11.76,4.63,80.59,
LU,Luxembourg,2016,904.72,298.15,85.56,51.12,235.45,23.98,51.94,14.01,15.69,3.57,71.41,
LU,Luxembourg,2017,900.0,281.93,74.2,51.72,235.36,24.72,50.09,19.51,13.33,3.8,70.11,
LU,Luxembourg,2018,,263.39,73.84,48.09,225.8,28.64,47.8,13.97,15.3,5.28,85.49,
LU,Luxembourg,2019,,238.62,59.84,40.99,219.27,24.17,43.03,17.63,13.38,2.47,83.87,
LU,Luxembourg,2020,,224.43,57.74,43.89,203.11,23.85,39.24,15.43,13.05,3.99,68.42,
LU,Luxembourg,2021,,213.17,51.63,43.26,203.42,22.38,40.61,14.7,12.7,3.6,60.8,
LU,Luxembourg,2022,829.25,220.28,49.57,44.58,195.43,21.3,35.16,13.99,11.91,4.12,61.36,
LU,Luxembourg,2023,801.4,213.14,49.54,39.25,191.63,20.76,32.17,15.4,14.54,3.22,77.31,
LV,Latvia,1996,,1189.6,627.6,436.9,283.9,36.6,54.8,12.5,15.9,10.2,49.6,
LV,Latvia,1997,,1171.0,627.9,448.3,283.1,36.9,51.4,12.2,14.7,8.3,51.7,
LV,Latvia,1998,,1183.5,668.8,433.1,293.2,35.4,51.8,13.6,17.5,10.0,44.7,
LV,Latvia,1999,,1136.9,615.6,430.9,297.2,36.4,55.3,14.0,15.7,10.6,44.3,
LV,Latvia,2000,,1117.0,602.7,412.4,290.0,33.7,51.2,12.1,15.5,8.4,45.7,
LV,Latvia,2001,,1151.1,572.2,433.2,295.5,33.5,54.8,15.1,17.7,10.6,41.0,
LV,Latvia,2002,,1131.8,552.1,423.6,289.4,33.5,52.0,13.3,16.9,4.1,45.5,
LV,Latvia,2003,,1128.7,552.1,415.5,296.2,36.8,52.6,14.1,17.1,2.7,42.7,
LV,Latvia,2004,,1094.9,554.1,373.2,294.7,37.1,51.8,12.5,17.4,2.6,42.8,
LV,Latvia,2005,,1087.0,538.0,371.3,299.6,37.4,53.2,11.8,18.4,3.7,47.3,
LV,Latvia,2006,,1038.8,514.0,339.2,309.3,36.9,57.6,14.3,20.7,3.9,47.2,
LV,Latvia,2007,,1050.4,563.3,308.4,303.4,36.9,53.2,19.0,25.5,4.1,45.4,
LV,Latvia,2008,,939.5,494.2,282.2,296.9,33.3,49.7,20.7,21.7,4.3,37.0,
LV,Latvia,2009,,898.4,482.0,261.6,302.6,35.9,50.8,27.3,20.8,4.8,33.0,
LV,Latvia,2010,,899.5,475.7,259.9,305.7,35.1,50.0,29.2,20.2,5.7,33.8,
LV,Latvia,2011,1581.52,894.44,480.99,248.2,301.04,36.1,49.75,25.6,18.19,8.87,37.51,
LV,Latvia,2012,1596.69,924.5,482.86,272.25,305.56,40.77,49.01,24.76,17.11,7.96,36.74,
LV,Latvia,2013,1549.27,914.6,462.21,275.36,300.6,34.53,49.31,24.59,17.59,6.92,43.07,
LV,Latvia,2014,1503.16,882.86,442.83,269.79,299.33,34.24,46.85,26.31,18.21,6.79,35.97,
LV,Latvia,2015,1489.41,875.77,436.81,278.71,293.74,35.09,44.32,24.78,17.77,9.07,36.78,
LV,Latvia,2016,1476.67,848.55,397.19,288.44,294.61,33.67,46.45,27.97,19.27,5.73,41.54,
LV,Latvia,2017,1472.94,832.19,365.55,285.79,297.88,32.16,48.85,28.77,16.51,6.49,42.68,
LV,Latvia,2018,,818.3,360.28,274.96,293.86,32.32,46.15,29.28,19.61,6.62,46.59,
LV,Latvia,2019,,770.59,332.86,254.08,292.61,33.26,44.77,32.29,17.03,4.57,39.14,
LV,Latvia,2020,,783.53,333.9,260.92,296.52,33.29,46.75,34.31,17.73,6.17,35.85,
LV,Latvia,2021,,859.46,359.61,268.12,283.6,31.86,45.83,36.35,26.61,11.79,39.03,
